canonical_universe_id,source_row_ids,player_id,player_name,normalized_name,position,nfl_team,age,age_source,player_type,availability_status,rank_source,dynasty_rank,rookie_rank,frozen_baseline_rank,candidate_rank,unified_display_rank,unified_display_rank_source,tier,tier_source,outcome_context,outcome_status,market_match_status,dp_1qb_value,dp_market_rank,nwr_vs_market_gap,data_quality_status,manual_review_flag,review_status,consolidation_status,consolidation_confidence,conflict_flags,caveats,source_layers,source_files,app_wiring_allowed,model_input_allowed
consolidated-421,veteran-421,421,Matthew Stafford,matthew stafford,QB,LAR,38.4,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,91,,,,91,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,352,144.5,-53.5,GREEN,false,READY,SINGLE_SOURCE,NOT_APPLICABLE,,"first_down_missing_confidence_cap|one_qb_context_balance_upper_band_guard_v2 | first down missing confidence cap | one qb context balance upper band guard v2 | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-8121,veteran-8121,8121,Romeo Doubs,romeo doubs,WR,NE,26.2,DynastyProcess display fallback,VETERAN,MY TEAM,FULL_DYNASTY_RANK,92,,,,92,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,508,128.9,-36.9,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-8676,veteran-8676,8676,Rashid Shaheed,rashid shaheed,WR,SEA,27.8,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,93,,,,93,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,269,155.9,-62.9,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-7049,veteran-7049,7049,Jauan Jennings,jauan jennings,WR,MIN,28.9,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,94,,,,94,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,255,158.2,-64.2,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-12540,veteran-12540,12540,Chimere Dike,chimere dike,WR,TEN,24.5,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,95,,,,95,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,102,197.4,-102.4,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|shifted_header_expected_player_header_inferred|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | shifted header expected player header inferred | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-10213,veteran-10213,10213,Tre Tucker,tre tucker,WR,LV,25.3,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,96,,,,96,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,63,217.4,-121.4,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-4018,veteran-4018,4018,Joe Mixon,joe mixon,RB,UNKNOWN,29.9,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,97,,,,97,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,5,325,-228,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|rb_dynasty_age_curve_after_27_active|rb_dynasty_age_curve_30_plus_active|rb_age_cliff_guardrail_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_status_no_team | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | rb dynasty age curve after 27 active | rb dynasty age curve 30 plus active | rb age cliff guardrail active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Local RotoWire source verifies no current NFL team; do not invent a team. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11624,veteran-11624,11624,Xavier Worthy,xavier worthy,WR,KC,23.1,DynastyProcess display fallback,VETERAN,MY TEAM,FULL_DYNASTY_RANK,98,,,,98,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,888,105.1,-7.1,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-9753,veteran-9753,9753,Zach Charbonnet,zach charbonnet,RB,SEA,25.4,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,99,,,,99,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,621,120.3,-21.3,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-8125,veteran-8125,8125,Calvin Austin,calvin austin,WR,NYG,27.2,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,100,,,,100,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,6,317.1,-217.1,GREEN,false,READY,SINGLE_SOURCE,NOT_APPLICABLE,,"missing_stats_first_component_evidence|missing_efficiency_context_evidence|missing_stats_first_confidence_cap|missing_lifecycle_or_role_shape_evidence | Need stats-first component evidence. | missing efficiency context evidence | missing stats first confidence cap | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-12529,veteran-12529,12529,TreVeyon Henderson,treveyon henderson,RB,NE,23.7,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,101,,,,101,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,2994,53.4,47.6,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-3163,veteran-3163,3163,Jared Goff,jared goff,QB,DET,31.7,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,102,,,,102,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,866,106.2,-4.2,GREEN,false,READY,SINGLE_SOURCE,NOT_APPLICABLE,,"one_qb_pocket_mid_qb_cap|one_qb_context_balance_upper_band_guard_v2 | one qb pocket mid qb cap | one qb context balance upper band guard v2 | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11625,veteran-11625,11625,Adonai Mitchell,adonai mitchell,WR,NYJ,23.7,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,103,,,,103,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,126,188.1,-85.1,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence|rotowire_current_team_status_warning | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Current team/status was repaired from local RotoWire source context. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-9501,veteran-9501,9501,DeMario Douglas,demario douglas,WR,NE,25.5,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,104,,,,104,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,16,277.3,-173.3,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-9504,veteran-9504,9504,Kayshon Boutte,kayshon boutte,WR,NE,24.1,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,105,,,,105,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,139,184.1,-79.1,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11655,veteran-11655,11655,Tyrone Tracy,tyrone tracy,RB,NYG,26.6,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,106,,,,106,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,238,161.1,-55.1,GREEN,false,READY,SINGLE_SOURCE,NOT_APPLICABLE,,"missing_stats_first_component_evidence|missing_efficiency_context_evidence|partial_first_down_confidence_cap|missing_stats_first_confidence_cap|missing_lifecycle_or_role_shape_evidence | Need stats-first component evidence. | missing efficiency context evidence | Need stronger first-down evidence or accept confidence cap. | missing stats first confidence cap | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-12499,veteran-12499,12499,Elic Ayomanor,elic ayomanor,WR,TEN,23.0,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,107,,,,107,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,82,206.4,-99.4,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11584,veteran-11584,11584,Bucky Irving,bucky irving,RB,TB,23.8,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,108,,,,108,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,2216,66.2,41.8,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-10222,veteran-10222,10222,Jayden Reed,jayden reed,WR,GB,26.1,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,109,,,,109,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,665,117.4,-8.4,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11637,veteran-11637,11637,Keon Coleman,keon coleman,WR,BUF,23.1,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,110,,,,110,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,62,218.1,-108.1,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11626,veteran-11626,11626,Xavier Legette,xavier legette,WR,CAR,25.4,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,111,,,,111,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,28,251.5,-140.5,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|first_down_missing_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | first down missing confidence cap | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-7611,veteran-7611,7611,Rhamondre Stevenson,rhamondre stevenson,RB,NE,28.3,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,112,,,,112,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,495,130,-18,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|no_historical_evidence_for_component|rb_dynasty_age_curve_after_27_active|rb_age_window_caution_active|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | no historical evidence for component | rb dynasty age curve after 27 active | rb age window caution active | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-9502,veteran-9502,9502,Tank Dell,tank dell,WR,HOU,26.6,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,113,,,,113,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,458,133.3,-20.3,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|partial_first_down_confidence_cap|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | Need stronger first-down evidence or accept confidence cap. | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
consolidated-11610,veteran-11610,11610,Malik Washington,malik washington,WR,MIA,25.5,DynastyProcess display fallback,VETERAN,OTHER TEAM,FULL_DYNASTY_RANK,114,,,,114,FULL_DYNASTY_RANK,,Not enough information,Not enough information,MISSING,MATCHED,48,229.5,-115.5,MANUAL_REVIEW,true,REVIEW_NEEDED,SINGLE_SOURCE,NOT_APPLICABLE,,"licensed_route_metrics_not_available|not_used_in_stats_first_value|repeated_header_rows_removed=1|shifted_header_expected_player_header_inferred|missing_or_review_route_target_snap_evidence|missing_lifecycle_or_role_shape_evidence | Licensed route metrics unavailable; use as source limitation, not a formula instruction. | not used in stats first value | repeated header rows removed=1 | shifted header expected player header inferred | Need route/target/snap or role-usage evidence. | Need lifecycle/role-shape evidence. | Display-only DynastyProcess market baseline; not NWR source truth; not used for model inputs, candidate rank, or hidden sort. | existing_id_present; sleeper_match; dynastyprocess_crosswalk_candidate",Veteran Full Dynasty Layer,local_exports/model_v4/current_value/latest/full_player_board_value_review_rows.csv; docs/hq/parallel_lanes/dynastyprocess_market_baseline_20260622/dp_market_baseline_context.csv; docs/hq/data_sources/identity/player_id_coverage_audit_v1.csv,no,no
